epoch;nb_episodes;r_mean;r_var;r_std
160;1;-200.0;0.0;0.0
162;1;-200.0;0.0;0.0
164;1;-200.0;0.0;0.0
166;1;-200.0;0.0;0.0
168;1;-104.0;0.0;0.0
170;1;-200.0;0.0;0.0
172;1;-200.0;0.0;0.0
174;1;-200.0;0.0;0.0
176;1;-200.0;0.0;0.0
178;1;-81.0;0.0;0.0
180;1;-200.0;0.0;0.0
182;1;-200.0;0.0;0.0
184;1;-200.0;0.0;0.0
186;1;-200.0;0.0;0.0
188;1;-200.0;0.0;0.0
190;1;-200.0;0.0;0.0
192;1;-100.0;0.0;0.0
194;1;-200.0;0.0;0.0
196;1;-200.0;0.0;0.0
198;1;-103.0;0.0;0.0
200;1;-200.0;0.0;0.0
202;1;-200.0;0.0;0.0
204;1;-200.0;0.0;0.0
206;1;-200.0;0.0;0.0
208;1;-200.0;0.0;0.0
210;1;-200.0;0.0;0.0
212;1;-200.0;0.0;0.0
214;1;-200.0;0.0;0.0
216;1;-200.0;0.0;0.0
218;1;-200.0;0.0;0.0
220;1;-200.0;0.0;0.0
222;1;-200.0;0.0;0.0
224;1;-200.0;0.0;0.0
226;1;-200.0;0.0;0.0
228;1;-200.0;0.0;0.0
230;1;-200.0;0.0;0.0
232;1;-200.0;0.0;0.0
234;1;-200.0;0.0;0.0
236;1;-200.0;0.0;0.0
238;1;-200.0;0.0;0.0
240;1;-200.0;0.0;0.0
242;1;-200.0;0.0;0.0
244;1;-200.0;0.0;0.0
246;1;-200.0;0.0;0.0
248;1;-200.0;0.0;0.0
250;1;-200.0;0.0;0.0
252;1;-200.0;0.0;0.0
254;1;-200.0;0.0;0.0
256;1;-200.0;0.0;0.0
258;1;-200.0;0.0;0.0
260;1;-200.0;0.0;0.0
262;1;-200.0;0.0;0.0
264;1;-200.0;0.0;0.0
266;1;-200.0;0.0;0.0
268;1;-200.0;0.0;0.0
270;1;-200.0;0.0;0.0
272;1;-200.0;0.0;0.0
274;1;-200.0;0.0;0.0
276;1;-200.0;0.0;0.0
278;1;-200.0;0.0;0.0
280;1;-200.0;0.0;0.0
282;1;-200.0;0.0;0.0
284;1;-200.0;0.0;0.0
286;1;-200.0;0.0;0.0
288;1;-200.0;0.0;0.0
290;1;-200.0;0.0;0.0
292;1;-200.0;0.0;0.0
294;1;-200.0;0.0;0.0
296;1;-200.0;0.0;0.0
298;1;-200.0;0.0;0.0
300;1;-67.0;0.0;0.0
302;1;-200.0;0.0;0.0
304;1;-200.0;0.0;0.0
306;1;-200.0;0.0;0.0
308;1;-200.0;0.0;0.0
310;1;-200.0;0.0;0.0
312;1;-200.0;0.0;0.0
314;1;-200.0;0.0;0.0
316;1;-200.0;0.0;0.0
318;1;-68.0;0.0;0.0
320;1;-200.0;0.0;0.0
322;1;-70.0;0.0;0.0
324;1;-64.0;0.0;0.0
326;1;-200.0;0.0;0.0
328;1;-67.0;0.0;0.0
330;1;-200.0;0.0;0.0
332;1;-200.0;0.0;0.0
334;1;-200.0;0.0;0.0
336;1;-200.0;0.0;0.0
338;1;-200.0;0.0;0.0
340;1;-200.0;0.0;0.0
342;1;-200.0;0.0;0.0
344;1;-200.0;0.0;0.0
346;1;-200.0;0.0;0.0
348;1;-200.0;0.0;0.0
350;1;-200.0;0.0;0.0
352;1;-200.0;0.0;0.0
354;1;-200.0;0.0;0.0
356;1;-200.0;0.0;0.0
358;1;-200.0;0.0;0.0
360;1;-200.0;0.0;0.0
362;1;-200.0;0.0;0.0
364;1;-200.0;0.0;0.0
366;1;-200.0;0.0;0.0
368;1;-200.0;0.0;0.0
370;1;-200.0;0.0;0.0
372;1;-92.0;0.0;0.0
374;1;-200.0;0.0;0.0
376;1;-200.0;0.0;0.0
378;1;-200.0;0.0;0.0
380;1;-200.0;0.0;0.0
382;1;-200.0;0.0;0.0
384;1;-200.0;0.0;0.0
386;1;-200.0;0.0;0.0
388;1;-200.0;0.0;0.0
390;1;-200.0;0.0;0.0
392;1;-200.0;0.0;0.0
394;1;-200.0;0.0;0.0
396;1;-200.0;0.0;0.0
398;1;-200.0;0.0;0.0
400;1;-76.0;0.0;0.0
402;1;-200.0;0.0;0.0
404;1;-200.0;0.0;0.0
406;1;-200.0;0.0;0.0
408;1;-200.0;0.0;0.0
410;1;-200.0;0.0;0.0
412;1;-200.0;0.0;0.0
414;1;-200.0;0.0;0.0
416;1;-200.0;0.0;0.0
418;1;-200.0;0.0;0.0
420;1;-200.0;0.0;0.0
422;1;-93.0;0.0;0.0
424;1;-200.0;0.0;0.0
426;1;-104.0;0.0;0.0
428;1;-200.0;0.0;0.0
430;1;-102.0;0.0;0.0
432;1;-200.0;0.0;0.0
434;1;-200.0;0.0;0.0
436;1;-200.0;0.0;0.0
438;1;-200.0;0.0;0.0
440;1;-200.0;0.0;0.0
442;1;-66.0;0.0;0.0
444;1;-200.0;0.0;0.0
446;1;-200.0;0.0;0.0
448;1;-200.0;0.0;0.0
450;1;-118.0;0.0;0.0
452;1;-200.0;0.0;0.0
454;1;-200.0;0.0;0.0
456;1;-69.0;0.0;0.0
458;1;-200.0;0.0;0.0
460;1;-200.0;0.0;0.0
462;1;-200.0;0.0;0.0
464;1;-200.0;0.0;0.0
466;1;-200.0;0.0;0.0
468;1;-200.0;0.0;0.0
470;1;-200.0;0.0;0.0
472;1;-200.0;0.0;0.0
474;1;-103.0;0.0;0.0
476;1;-200.0;0.0;0.0
478;1;-200.0;0.0;0.0
480;1;-200.0;0.0;0.0
482;1;-200.0;0.0;0.0
484;1;-200.0;0.0;0.0
486;1;-200.0;0.0;0.0
488;1;-200.0;0.0;0.0
490;1;-200.0;0.0;0.0
492;1;-200.0;0.0;0.0
494;1;-200.0;0.0;0.0
496;1;-200.0;0.0;0.0
498;1;-200.0;0.0;0.0
500;1;-200.0;0.0;0.0
502;1;-200.0;0.0;0.0
504;1;-200.0;0.0;0.0
506;1;-200.0;0.0;0.0
508;1;-200.0;0.0;0.0
510;1;-125.0;0.0;0.0
512;1;-200.0;0.0;0.0
514;1;-200.0;0.0;0.0
516;1;-200.0;0.0;0.0
518;1;-200.0;0.0;0.0
520;1;-200.0;0.0;0.0
522;1;-200.0;0.0;0.0
524;1;-200.0;0.0;0.0
526;1;-200.0;0.0;0.0
528;1;-200.0;0.0;0.0
530;1;-200.0;0.0;0.0
532;1;-200.0;0.0;0.0
534;1;-200.0;0.0;0.0
536;1;-200.0;0.0;0.0
538;1;-200.0;0.0;0.0
540;1;-71.0;0.0;0.0
542;1;-200.0;0.0;0.0
544;1;-200.0;0.0;0.0
546;1;-200.0;0.0;0.0
548;1;-200.0;0.0;0.0
550;1;-200.0;0.0;0.0
552;1;-200.0;0.0;0.0
554;1;-200.0;0.0;0.0
556;1;-200.0;0.0;0.0
558;1;-200.0;0.0;0.0
560;1;-200.0;0.0;0.0
562;1;-79.0;0.0;0.0
564;1;-200.0;0.0;0.0
566;1;-76.0;0.0;0.0
568;1;-200.0;0.0;0.0
570;1;-200.0;0.0;0.0
572;1;-200.0;0.0;0.0
574;1;-200.0;0.0;0.0
576;1;-200.0;0.0;0.0
578;1;-200.0;0.0;0.0
580;1;-200.0;0.0;0.0
582;1;-67.0;0.0;0.0
584;1;-200.0;0.0;0.0
586;1;-200.0;0.0;0.0
588;1;-200.0;0.0;0.0
590;1;-200.0;0.0;0.0
592;1;-200.0;0.0;0.0
594;1;-200.0;0.0;0.0
596;1;-76.0;0.0;0.0
598;1;-200.0;0.0;0.0
600;1;-200.0;0.0;0.0
602;1;-200.0;0.0;0.0
604;1;-200.0;0.0;0.0
606;1;-83.0;0.0;0.0
608;1;-200.0;0.0;0.0
610;1;-200.0;0.0;0.0
612;1;-200.0;0.0;0.0
614;1;-200.0;0.0;0.0
616;1;-200.0;0.0;0.0
618;1;-200.0;0.0;0.0
620;1;-200.0;0.0;0.0
622;1;-200.0;0.0;0.0
624;1;-200.0;0.0;0.0
626;1;-200.0;0.0;0.0
628;1;-200.0;0.0;0.0
630;1;-81.0;0.0;0.0
632;1;-200.0;0.0;0.0
634;1;-200.0;0.0;0.0
636;1;-200.0;0.0;0.0
638;1;-200.0;0.0;0.0
640;1;-200.0;0.0;0.0
642;1;-200.0;0.0;0.0
644;1;-200.0;0.0;0.0
646;1;-200.0;0.0;0.0
648;1;-80.0;0.0;0.0
650;1;-200.0;0.0;0.0
652;1;-200.0;0.0;0.0
654;1;-200.0;0.0;0.0
656;1;-200.0;0.0;0.0
658;1;-200.0;0.0;0.0
660;1;-200.0;0.0;0.0
662;1;-200.0;0.0;0.0
664;1;-200.0;0.0;0.0
666;1;-80.0;0.0;0.0
668;1;-200.0;0.0;0.0
670;1;-100.0;0.0;0.0
672;1;-139.0;0.0;0.0
674;1;-200.0;0.0;0.0
676;1;-70.0;0.0;0.0
678;1;-200.0;0.0;0.0
680;1;-200.0;0.0;0.0
682;1;-200.0;0.0;0.0
684;1;-200.0;0.0;0.0
686;1;-200.0;0.0;0.0
688;1;-77.0;0.0;0.0
690;1;-200.0;0.0;0.0
692;1;-88.0;0.0;0.0
694;1;-200.0;0.0;0.0
696;1;-102.0;0.0;0.0
698;1;-200.0;0.0;0.0
700;1;-200.0;0.0;0.0
702;1;-200.0;0.0;0.0
704;1;-200.0;0.0;0.0
706;1;-200.0;0.0;0.0
708;1;-200.0;0.0;0.0
710;1;-200.0;0.0;0.0
712;1;-200.0;0.0;0.0
714;1;-161.0;0.0;0.0
716;1;-200.0;0.0;0.0
718;1;-82.0;0.0;0.0
720;1;-200.0;0.0;0.0
722;1;-200.0;0.0;0.0
724;1;-200.0;0.0;0.0
726;1;-69.0;0.0;0.0
728;1;-200.0;0.0;0.0
730;1;-200.0;0.0;0.0
732;1;-200.0;0.0;0.0
734;1;-102.0;0.0;0.0
736;1;-200.0;0.0;0.0
738;1;-200.0;0.0;0.0
740;1;-200.0;0.0;0.0
742;1;-200.0;0.0;0.0
744;1;-200.0;0.0;0.0
746;1;-200.0;0.0;0.0
748;1;-200.0;0.0;0.0
750;1;-200.0;0.0;0.0
752;1;-200.0;0.0;0.0
754;1;-200.0;0.0;0.0
756;1;-200.0;0.0;0.0
758;1;-200.0;0.0;0.0
760;1;-200.0;0.0;0.0
762;1;-200.0;0.0;0.0
764;1;-200.0;0.0;0.0
766;1;-200.0;0.0;0.0
768;1;-200.0;0.0;0.0
770;1;-200.0;0.0;0.0
772;1;-200.0;0.0;0.0
774;1;-200.0;0.0;0.0
776;1;-200.0;0.0;0.0
778;1;-200.0;0.0;0.0
780;1;-200.0;0.0;0.0
782;1;-200.0;0.0;0.0
784;1;-73.0;0.0;0.0
786;1;-200.0;0.0;0.0
788;1;-200.0;0.0;0.0
790;1;-149.0;0.0;0.0
792;1;-200.0;0.0;0.0
794;1;-84.0;0.0;0.0
796;1;-200.0;0.0;0.0
798;1;-85.0;0.0;0.0
800;1;-200.0;0.0;0.0
802;1;-110.0;0.0;0.0
804;1;-200.0;0.0;0.0
806;1;-73.0;0.0;0.0
808;1;-200.0;0.0;0.0
810;1;-200.0;0.0;0.0
812;1;-64.0;0.0;0.0
814;1;-200.0;0.0;0.0
816;1;-64.0;0.0;0.0
818;1;-200.0;0.0;0.0
820;1;-200.0;0.0;0.0
822;1;-78.0;0.0;0.0
824;1;-200.0;0.0;0.0
826;1;-200.0;0.0;0.0
828;1;-200.0;0.0;0.0
830;1;-200.0;0.0;0.0
832;1;-200.0;0.0;0.0
834;1;-200.0;0.0;0.0
836;1;-200.0;0.0;0.0
838;1;-200.0;0.0;0.0
840;1;-200.0;0.0;0.0
842;1;-200.0;0.0;0.0
844;1;-200.0;0.0;0.0
846;1;-200.0;0.0;0.0
848;1;-200.0;0.0;0.0
850;1;-200.0;0.0;0.0
852;1;-200.0;0.0;0.0
854;1;-200.0;0.0;0.0
856;1;-200.0;0.0;0.0
858;1;-102.0;0.0;0.0
860;1;-200.0;0.0;0.0
862;1;-200.0;0.0;0.0
864;1;-200.0;0.0;0.0
866;1;-200.0;0.0;0.0
868;1;-200.0;0.0;0.0
870;1;-86.0;0.0;0.0
872;1;-200.0;0.0;0.0
874;1;-200.0;0.0;0.0
876;1;-200.0;0.0;0.0
878;1;-200.0;0.0;0.0
880;1;-200.0;0.0;0.0
882;1;-200.0;0.0;0.0
884;1;-79.0;0.0;0.0
886;1;-200.0;0.0;0.0
888;1;-200.0;0.0;0.0
890;1;-200.0;0.0;0.0
892;1;-200.0;0.0;0.0
894;1;-78.0;0.0;0.0
896;1;-200.0;0.0;0.0
898;1;-200.0;0.0;0.0
900;1;-77.0;0.0;0.0
902;1;-200.0;0.0;0.0
904;1;-200.0;0.0;0.0
906;1;-200.0;0.0;0.0
908;1;-200.0;0.0;0.0
910;1;-200.0;0.0;0.0
912;1;-200.0;0.0;0.0
914;1;-200.0;0.0;0.0
916;1;-200.0;0.0;0.0
918;1;-200.0;0.0;0.0
920;1;-200.0;0.0;0.0
922;1;-200.0;0.0;0.0
924;1;-175.0;0.0;0.0
926;1;-200.0;0.0;0.0
928;1;-200.0;0.0;0.0
930;1;-200.0;0.0;0.0
932;1;-200.0;0.0;0.0
934;1;-200.0;0.0;0.0
936;1;-200.0;0.0;0.0
938;1;-200.0;0.0;0.0
940;1;-200.0;0.0;0.0
942;1;-200.0;0.0;0.0
944;1;-200.0;0.0;0.0
946;1;-200.0;0.0;0.0
948;1;-200.0;0.0;0.0
950;1;-200.0;0.0;0.0
952;1;-200.0;0.0;0.0
954;1;-200.0;0.0;0.0
956;1;-200.0;0.0;0.0
958;1;-200.0;0.0;0.0
960;1;-200.0;0.0;0.0
962;1;-66.0;0.0;0.0
964;1;-200.0;0.0;0.0
966;1;-200.0;0.0;0.0
968;1;-68.0;0.0;0.0
970;1;-200.0;0.0;0.0
972;1;-200.0;0.0;0.0
974;1;-200.0;0.0;0.0
976;1;-200.0;0.0;0.0
978;1;-200.0;0.0;0.0
980;1;-200.0;0.0;0.0
982;1;-200.0;0.0;0.0
984;1;-200.0;0.0;0.0
986;1;-200.0;0.0;0.0
988;1;-200.0;0.0;0.0
990;1;-200.0;0.0;0.0
992;1;-200.0;0.0;0.0
994;1;-200.0;0.0;0.0
996;1;-200.0;0.0;0.0
998;1;-200.0;0.0;0.0
1000;1;-200.0;0.0;0.0
1002;1;-200.0;0.0;0.0
1004;1;-200.0;0.0;0.0
1006;1;-200.0;0.0;0.0
1008;1;-200.0;0.0;0.0
1010;1;-200.0;0.0;0.0
1012;1;-200.0;0.0;0.0
1014;1;-200.0;0.0;0.0
1016;1;-200.0;0.0;0.0
1018;1;-200.0;0.0;0.0
1020;1;-200.0;0.0;0.0
1022;1;-78.0;0.0;0.0
1024;1;-200.0;0.0;0.0
1026;1;-200.0;0.0;0.0
1028;1;-200.0;0.0;0.0
1030;1;-68.0;0.0;0.0
1032;1;-200.0;0.0;0.0
1034;1;-89.0;0.0;0.0
1036;1;-200.0;0.0;0.0
1038;1;-200.0;0.0;0.0
1040;1;-120.0;0.0;0.0
1042;1;-200.0;0.0;0.0
1044;1;-200.0;0.0;0.0
1046;1;-200.0;0.0;0.0
1048;1;-200.0;0.0;0.0
1050;1;-200.0;0.0;0.0
1052;1;-200.0;0.0;0.0
1054;1;-200.0;0.0;0.0
1056;1;-200.0;0.0;0.0
1058;1;-200.0;0.0;0.0
1060;1;-200.0;0.0;0.0
1062;1;-200.0;0.0;0.0
1064;1;-200.0;0.0;0.0
1066;1;-200.0;0.0;0.0
1068;1;-200.0;0.0;0.0
1070;1;-200.0;0.0;0.0
1072;1;-200.0;0.0;0.0
1074;1;-200.0;0.0;0.0
1076;1;-200.0;0.0;0.0
1078;1;-200.0;0.0;0.0
1080;1;-200.0;0.0;0.0
1082;1;-200.0;0.0;0.0
1084;1;-200.0;0.0;0.0
1086;1;-124.0;0.0;0.0
1088;1;-200.0;0.0;0.0
1090;1;-200.0;0.0;0.0
1092;1;-200.0;0.0;0.0
1094;1;-200.0;0.0;0.0
1096;1;-200.0;0.0;0.0
1098;1;-200.0;0.0;0.0
1100;1;-77.0;0.0;0.0
1102;1;-200.0;0.0;0.0
1104;1;-73.0;0.0;0.0
1106;1;-200.0;0.0;0.0
1108;1;-200.0;0.0;0.0
1110;1;-200.0;0.0;0.0
1112;1;-200.0;0.0;0.0
1114;1;-200.0;0.0;0.0
1116;1;-200.0;0.0;0.0
1118;1;-200.0;0.0;0.0
1120;1;-200.0;0.0;0.0
1122;1;-200.0;0.0;0.0
1124;1;-200.0;0.0;0.0
1126;1;-200.0;0.0;0.0
1128;1;-200.0;0.0;0.0
1130;1;-200.0;0.0;0.0
1132;1;-74.0;0.0;0.0
1134;1;-200.0;0.0;0.0
1136;1;-200.0;0.0;0.0
1138;1;-200.0;0.0;0.0
1140;1;-200.0;0.0;0.0
1142;1;-200.0;0.0;0.0
1144;1;-200.0;0.0;0.0
1146;1;-200.0;0.0;0.0
1148;1;-83.0;0.0;0.0
1150;1;-200.0;0.0;0.0
1152;1;-200.0;0.0;0.0
1154;1;-155.0;0.0;0.0
1156;1;-200.0;0.0;0.0
1158;1;-200.0;0.0;0.0
1160;1;-200.0;0.0;0.0
1162;1;-193.0;0.0;0.0
1164;1;-200.0;0.0;0.0
1166;1;-75.0;0.0;0.0
1168;1;-200.0;0.0;0.0
1170;1;-110.0;0.0;0.0
1172;1;-109.0;0.0;0.0
1174;1;-200.0;0.0;0.0
1176;1;-200.0;0.0;0.0
1178;1;-200.0;0.0;0.0
1180;1;-200.0;0.0;0.0
1182;1;-200.0;0.0;0.0
1184;1;-200.0;0.0;0.0
1186;1;-200.0;0.0;0.0
1188;1;-200.0;0.0;0.0
1190;1;-200.0;0.0;0.0
1192;1;-200.0;0.0;0.0
1194;1;-200.0;0.0;0.0
1196;1;-200.0;0.0;0.0
1198;1;-200.0;0.0;0.0
1200;1;-154.0;0.0;0.0
1202;1;-200.0;0.0;0.0
1204;1;-200.0;0.0;0.0
1206;1;-200.0;0.0;0.0
1208;1;-200.0;0.0;0.0
1210;1;-200.0;0.0;0.0
1212;1;-68.0;0.0;0.0
1214;1;-200.0;0.0;0.0
1216;1;-200.0;0.0;0.0
1218;1;-200.0;0.0;0.0
1220;1;-200.0;0.0;0.0
1222;1;-66.0;0.0;0.0
1224;1;-200.0;0.0;0.0
1226;1;-132.0;0.0;0.0
1228;1;-66.0;0.0;0.0
1230;1;-200.0;0.0;0.0
1232;1;-200.0;0.0;0.0
1234;1;-200.0;0.0;0.0
1236;1;-200.0;0.0;0.0
1238;1;-128.0;0.0;0.0
1240;1;-200.0;0.0;0.0
1242;1;-200.0;0.0;0.0
1244;1;-200.0;0.0;0.0
1246;1;-200.0;0.0;0.0
1248;1;-200.0;0.0;0.0
1250;1;-200.0;0.0;0.0
1252;1;-200.0;0.0;0.0
1254;1;-200.0;0.0;0.0
1256;1;-200.0;0.0;0.0
1258;1;-200.0;0.0;0.0
1260;1;-75.0;0.0;0.0
1262;1;-200.0;0.0;0.0
1264;1;-100.0;0.0;0.0
1266;1;-200.0;0.0;0.0
1268;1;-96.0;0.0;0.0
1270;1;-200.0;0.0;0.0
1272;1;-91.0;0.0;0.0
1274;1;-200.0;0.0;0.0
1276;1;-200.0;0.0;0.0
1278;1;-200.0;0.0;0.0
1280;1;-200.0;0.0;0.0
1282;1;-200.0;0.0;0.0
1284;1;-200.0;0.0;0.0
1286;1;-200.0;0.0;0.0
1288;1;-200.0;0.0;0.0
1290;1;-200.0;0.0;0.0
1292;1;-200.0;0.0;0.0
1294;1;-200.0;0.0;0.0
1296;1;-200.0;0.0;0.0
1298;1;-200.0;0.0;0.0
1300;1;-200.0;0.0;0.0
1302;1;-200.0;0.0;0.0
1304;1;-200.0;0.0;0.0
1306;1;-200.0;0.0;0.0
1308;1;-200.0;0.0;0.0
1310;1;-200.0;0.0;0.0
1312;1;-200.0;0.0;0.0
1314;1;-200.0;0.0;0.0
1316;1;-200.0;0.0;0.0
1318;1;-200.0;0.0;0.0
1320;1;-200.0;0.0;0.0
1322;1;-200.0;0.0;0.0
1324;1;-200.0;0.0;0.0
1326;1;-200.0;0.0;0.0
1328;1;-200.0;0.0;0.0
1330;1;-200.0;0.0;0.0
1332;1;-200.0;0.0;0.0
1334;1;-200.0;0.0;0.0
1336;1;-70.0;0.0;0.0
1338;1;-200.0;0.0;0.0
1340;1;-200.0;0.0;0.0
1342;1;-126.0;0.0;0.0
1344;1;-200.0;0.0;0.0
1346;1;-200.0;0.0;0.0
1348;1;-200.0;0.0;0.0
1350;1;-200.0;0.0;0.0
1352;1;-200.0;0.0;0.0
1354;1;-200.0;0.0;0.0
1356;1;-200.0;0.0;0.0
1358;1;-200.0;0.0;0.0
1360;1;-200.0;0.0;0.0
1362;1;-200.0;0.0;0.0
1364;1;-200.0;0.0;0.0
1366;1;-200.0;0.0;0.0
1368;1;-200.0;0.0;0.0
1370;1;-200.0;0.0;0.0
1372;1;-200.0;0.0;0.0
1374;1;-200.0;0.0;0.0
1376;1;-200.0;0.0;0.0
1378;1;-200.0;0.0;0.0
1380;1;-200.0;0.0;0.0
1382;1;-200.0;0.0;0.0
1384;1;-86.0;0.0;0.0
1386;1;-200.0;0.0;0.0
1388;1;-200.0;0.0;0.0
1390;1;-200.0;0.0;0.0
1392;1;-89.0;0.0;0.0
1394;1;-200.0;0.0;0.0
1396;1;-104.0;0.0;0.0
1398;1;-172.0;0.0;0.0
1400;1;-200.0;0.0;0.0
1402;1;-94.0;0.0;0.0
1404;1;-200.0;0.0;0.0
1406;1;-200.0;0.0;0.0
1408;1;-200.0;0.0;0.0
1410;1;-200.0;0.0;0.0
1412;1;-200.0;0.0;0.0
1414;1;-117.0;0.0;0.0
1416;1;-200.0;0.0;0.0
1418;1;-65.0;0.0;0.0
1420;1;-200.0;0.0;0.0
1422;1;-200.0;0.0;0.0
1424;1;-95.0;0.0;0.0
1426;1;-200.0;0.0;0.0
1428;1;-200.0;0.0;0.0
1430;1;-131.0;0.0;0.0
1432;1;-200.0;0.0;0.0
1434;1;-73.0;0.0;0.0
1436;1;-200.0;0.0;0.0
1438;1;-200.0;0.0;0.0
1440;1;-200.0;0.0;0.0
1442;1;-200.0;0.0;0.0
1444;1;-108.0;0.0;0.0
1446;1;-200.0;0.0;0.0
1448;1;-74.0;0.0;0.0
1450;1;-200.0;0.0;0.0
1452;1;-200.0;0.0;0.0
1454;1;-200.0;0.0;0.0
1456;1;-200.0;0.0;0.0
1458;1;-200.0;0.0;0.0
1460;1;-200.0;0.0;0.0
1462;1;-200.0;0.0;0.0
1464;1;-200.0;0.0;0.0
1466;1;-200.0;0.0;0.0
1468;1;-200.0;0.0;0.0
1470;1;-200.0;0.0;0.0
1472;1;-200.0;0.0;0.0
1474;1;-121.0;0.0;0.0
1476;1;-200.0;0.0;0.0
1478;1;-68.0;0.0;0.0
1480;1;-200.0;0.0;0.0
1482;1;-200.0;0.0;0.0
1484;1;-200.0;0.0;0.0
1486;1;-200.0;0.0;0.0
1488;1;-67.0;0.0;0.0
1490;1;-200.0;0.0;0.0
1492;1;-200.0;0.0;0.0
1494;1;-200.0;0.0;0.0
1496;1;-66.0;0.0;0.0
1498;1;-200.0;0.0;0.0
1500;1;-200.0;0.0;0.0
1502;1;-72.0;0.0;0.0
1504;1;-200.0;0.0;0.0
1506;1;-200.0;0.0;0.0
1508;1;-200.0;0.0;0.0
1510;1;-200.0;0.0;0.0
1512;1;-200.0;0.0;0.0
1514;1;-200.0;0.0;0.0
1516;1;-200.0;0.0;0.0
1518;1;-200.0;0.0;0.0
1520;1;-200.0;0.0;0.0
1522;1;-200.0;0.0;0.0
1524;1;-200.0;0.0;0.0
1526;1;-200.0;0.0;0.0
1528;1;-200.0;0.0;0.0
1530;1;-80.0;0.0;0.0
1532;1;-200.0;0.0;0.0
1534;1;-72.0;0.0;0.0
1536;1;-200.0;0.0;0.0
1538;1;-200.0;0.0;0.0
1540;1;-200.0;0.0;0.0
1542;1;-188.0;0.0;0.0
1544;1;-200.0;0.0;0.0
1546;1;-106.0;0.0;0.0
1548;1;-96.0;0.0;0.0
1550;1;-200.0;0.0;0.0
1552;1;-200.0;0.0;0.0
1554;1;-99.0;0.0;0.0
1556;1;-200.0;0.0;0.0
1558;1;-200.0;0.0;0.0
1560;1;-200.0;0.0;0.0
1562;1;-120.0;0.0;0.0
1564;1;-200.0;0.0;0.0
1566;1;-200.0;0.0;0.0
1568;1;-200.0;0.0;0.0
1570;1;-66.0;0.0;0.0
1572;1;-200.0;0.0;0.0
1574;1;-200.0;0.0;0.0
1576;1;-92.0;0.0;0.0
1578;1;-200.0;0.0;0.0
1580;1;-200.0;0.0;0.0
1582;1;-200.0;0.0;0.0
1584;1;-200.0;0.0;0.0
1586;1;-200.0;0.0;0.0
1588;1;-200.0;0.0;0.0
1590;1;-200.0;0.0;0.0
1592;1;-200.0;0.0;0.0
1594;1;-200.0;0.0;0.0
1596;1;-200.0;0.0;0.0
1598;1;-200.0;0.0;0.0
1600;1;-200.0;0.0;0.0
1602;1;-200.0;0.0;0.0
1604;1;-200.0;0.0;0.0
